loss,accuracy,val_loss,val_accuracy,lr
2.2785072326660156,0.17960087954998016,1.7070595026016235,0.38264739513397217,1e-04
2.086344003677368,0.18597561120986938,1.6547105312347412,0.38264739513397217,1e-04
1.9681882858276367,0.22838138043880463,1.6138430833816528,0.38264739513397217,1e-04
1.900327444076538,0.24140797555446625,1.6843719482421875,0.18353725969791412,1e-04
1.8610862493515015,0.2649667263031006,1.6139700412750244,0.38264739513397217,1e-04
1.8013337850570679,0.2785476744174957,1.6785722970962524,0.38264739513397217,1e-04
2.128141164779663,0.190687358379364,1.7366863489151,0.38264739513397217,1e-05
2.087308406829834,0.19539912045001984,1.7288591861724854,0.38264739513397217,1e-05
2.0528814792633057,0.19124168157577515,1.7610676288604736,0.3837597370147705,1e-05
2.0287246704101562,0.19429045915603638,1.720736026763916,0.38264739513397217,1e-05
2.0077855587005615,0.20759423077106476,1.7262425422668457,0.38264739513397217,1e-05
1.9455512762069702,0.22339245676994324,1.7860013246536255,0.18464961647987366,1e-05
1.938086986541748,0.22339245676994324,1.811780333518982,0.26696330308914185,1e-05
1.9719105958938599,0.19927938282489777,1.7984733581542969,0.24582870304584503,2e-06
