epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.190687358379364,2.128141164779663,1e-05,0.38264739513397217,1.7366863489151
1,0.19539912045001984,2.087308406829834,1e-05,0.38264739513397217,1.7288591861724854
2,0.19124168157577515,2.0528814792633057,1e-05,0.3837597370147705,1.7610676288604736
3,0.19429045915603638,2.0287246704101562,1e-05,0.38264739513397217,1.720736026763916
4,0.20759423077106476,2.0077855587005615,1e-05,0.38264739513397217,1.7262425422668457
5,0.22339245676994324,1.9455512762069702,1e-05,0.18464961647987366,1.7860013246536255
6,0.22339245676994324,1.938086986541748,1e-05,0.26696330308914185,1.811780333518982
7,0.19927938282489777,1.9719105958938599,2e-06,0.24582870304584503,1.7984733581542969
